Title,Summary,Categories,References,Links,Last_Edited,Word_Count,Image_Count,Section_Count,External_Links,First_Edit_Year
Natural history of Australia,"The natural history of Australia has been shaped by the geological evolution of the Australian continent from Gondwana and the changes in global climate over geological time. The building of the Australian continent and its association with other land masses, as well as climate changes over geological time, have created the unique flora and fauna present in Australia today.",Natural history,7,190,5-Apr-25,1447,2,8,25,2025
Nature center,,Natural history;Environmental education;Nature centers;Visitor centers;Zoo stubs,1,223,21-Jun-24,249,12,2,6,2024
Nature writing,Nature writing is nonfiction or fiction prose about the natural environment. It often draws heavily from scientific information and facts while also incorporating philosophical reflection upon various aspects of nature. Works are frequently written in the first person and include personal observations.,Genres;Non-fiction literature;Natural history;Science writing;Non-fiction environmental writers;Environmental humanities;Nature writers,18,409,22-Apr-25,1113,6,6,26,2025
Naturhistorieselskabet,"Naturhistorieselskabet - the Society for Natural History - was a private society that was the only institution to offer education in natural history in Denmark in the late 18th century. The spirit of the Age of Enlightenment and an escalating agricultural crisis, led the king and the Danish elite to call foreign experts on economy, including botany and silviculture, to the country. The autonomous University of Copenhagen, on the other hand, was reluctant to employ foreign experts in little-established disciplines. Naturhistorieselskabet was formed in 1788 in order to ensure education in botany, zoology and mineralogy based on private funds. For example, Martin Vahl lectured in botany. After the appointment in 1795 of a professor in geology and in 1797 one in botany, the society gradually lost its importance. It was soon abolished and its collections donated to the state (much later united with the university collections).",Natural history;Scientific societies based in Denmark;History of education in Denmark;Natural history societies;Danish organization stubs;History of science stubs,0,32,11-Aug-23,196,2,1,0,2023
Peterson Identification System,"The Peterson Identification System is a practical method for the field identification of animals, plants and other natural phenomena. It was devised by ornithologist Roger Tory Peterson in 1934 for the first of his series of Field Guides[1] (See Peterson Field Guides.) Peterson devised his system ""so that live birds could be identified readily at a distance by their 'field marks' without resorting to the bird-in-hand characters that the early collectors relied on. During the last half century the binocular and the spotting scope have replaced the shotgun.""[2] As such, it both reflected and contributed to awareness of the emerging early environmental movement. Another application of this system was made when Roger Tory Peterson was enlisted in the US Army Corps of Engineers from 1943 to 1945. “...plane identification—the aircraft spotting technique—was based on Roger’s bird identification method-the Peterson system.”.[3]",Biological literature;Natural history;Wild animals identification;Ecology stubs,3,38,15-Oct-22,256,2,3,6,2022
Plant collecting,,Plant collectors;Collecting;Cultural history;Horticulture;Landscape design history;Natural history;Ornamental plants;Poaching,36,294,5-Mar-25,2735,7,17,60,2025
Regius Professor of Natural History (Aberdeen),"The Regius Professor of Natural History is a Regius Professorship at the University of Aberdeen in Scotland. It was originally called the Regius Professor of Civil and Natural History at Marischal College until in 1860 Marischal College and King's Colleges merged to form the University of Aberdeen, and the title changed to Natural History.",Professorships at the University of Aberdeen;Regius Professorships;Natural history;Scotland education stubs;Aberdeen stubs,16,126,22-Feb-23,87,2,1,19,2023
Synopses of the British Fauna,"Synopses of the British Fauna is a series of identification guides, published by The Linnean Society and The Estuarine and Coastal Sciences Association. Each volume in the series provides and in-depth analysis of a group of animals and is designed to bridge the gap between the standard field guide and more specialised monograph or treatise. The series is now published by The Field Studies Council on behalf of The Linnean Society and The Estuarine and Coastal Sciences Association.",Biological literature;Fauna of the United Kingdom;Natural history;Taxonomy (biology) books;Zoological literature;Wild animals identification,0,121,18-Nov-23,284,1,3,2,2023
Wikipedia:FAQ/Categorization,Unknown,Wikipedia FAQs;Wikipedia categorization;Wikipedia categories,0,142,26-Jan-25,0,1,0,5,Unknown
Scientist,A scientist is a person who researches to advance knowledge in an area of the natural sciences.[1][2][3][4],Scientists;Science occupations,55,837,27-Mar-25,2151,16,18,85,2025
Astronaut,Unknown,Astronauts;Science occupations;1959 introductions,1,1385,27-Apr-25,0,1,0,284,2025
Astronaut training,"Astronaut training describes the complex process of preparing astronauts in regions around the world for their space missions before, during and after the flight, which includes medical tests,[2] physical training,[3] extra-vehicular activity (EVA) training, wilderness survival training , water survival training , robotics training , procedure training, rehabilitation process,[4] as well as training on experiments they will perform during their stay in space.",Human spaceflight;Science occupations;Training,57,641,24-Mar-25,5156,17,26,99,2025
Astronomer,,Astronomy;Astronomers;Science occupations,8,250,8-Apr-25,770,7,9,28,2025
Bacteriologist,"A bacteriologist is a microbiologist, or similarly trained professional, in bacteriology— a subdivision of microbiology that studies bacteria, typically pathogenic ones.[1] Bacteriologists are interested in studying and learning about bacteria, as well as using their skills in clinical settings. This includes investigating properties of bacteria such as morphology, ecology, genetics and biochemistry, phylogenetics, genomics and many other areas related to bacteria like disease diagnostic testing.[2] Alongside human and animal healthcare providers, they may carry out various functions as medical scientists, veterinary scientists, pathologists, or diagnostic technicians in locations like clinics, blood banks, hospitals, laboratories and animal hospitals.[2][3][4] Bacteriologists working in public health or biomedical research help develop vaccines for public use as well as public health guidelines for restaurants and businesses.[5]",Bacteriologists;Bacteriology;Science occupations;Microbiologists,8,114,6-Apr-24,231,8,5,17,2024
Biochemist,"Biochemists are scientists who are trained in biochemistry. They study chemical processes and chemical transformations in living organisms. Biochemists study DNA, proteins and cell parts. The word ""biochemist"" is a portmanteau of ""biological chemist.""",Science occupations;Biochemists,4,189,25-Apr-25,948,5,5,12,2025
Biologist,"A biologist is a scientist who conducts research in biology.[1][2] Biologists are interested in studying life on Earth, whether it is an individual cell, a multicellular organism, or a community of interacting populations.[1] They usually specialize in a particular branch (e.g., molecular biology, zoology, and evolutionary biology) of biology[3] and have a specific research focus (e.g., studying malaria or cancer).[4]",Biology;Science occupations;Biologists,21,555,20-Feb-25,1071,10,8,56,2025
Biomedical sciences,,Health sciences;Health care occupations;Science occupations,10,246,20-Aug-24,910,2,14,19,2024
Biomedical scientist,"A biomedical scientist is a scientist trained in biology, particularly in the context of medical laboratory sciences or laboratory medicine. These scientists work to gain knowledge on the main principles of how the human body works and to find new ways to cure or treat disease by developing advanced diagnostic tools or new therapeutic strategies. The research of biomedical scientists is referred to as biomedical research.",Health care occupations;Biomedicine;Science occupations;Laboratory healthcare occupations,16,415,23-May-24,1549,6,13,25,2024
Chemist,"A chemist (from Greek chēm(ía) alchemy; replacing chymist from Medieval Latin alchemist)[1] is a graduated scientist trained in the study of chemistry, or an officially enrolled student in the field. Chemists study the composition of matter and its properties. Chemists carefully describe the properties they study in terms of quantities, with detail on the level of molecules and their component atoms. Chemists carefully measure substance proportions, chemical reaction rates, and other chemical properties. In Commonwealth English, pharmacists are often called chemists.",Chemists;Science occupations,9,694,24-Mar-25,1858,24,13,53,2025
Chief experimental officer,"A chief experimental officer (CEO) is the head of an experimental organization, especially in the military or civil service.",Government occupations;Government officials;Management occupations;Military supporting service occupations;Science occupations;Civil service positions in the United Kingdom;Government occupation stubs,1,21,1-Jul-22,51,2,2,1,2022
Chief scientific officer,A chief scientific officer (CSO) is a position at the head of scientific research operations at organizations or companies performing significant scientific research projects.,Business occupations;Corporate executives;Corporate governance;Management occupations;Science occupations,8,136,2-Jan-25,428,1,5,12,2025
Classical economics,Empirical methods,Classical economics;Adam Smith,23,836,12-Apr-25,2663,10,14,26,2024
Clinical technologist,"A clinical technologist, also known as a healthcare science practitioner, is a medical professional involved in the practical delivery of medical physics and clinical engineering services. In some locations there is considerable overlap in closely related terms, for example in many countries technologist and radiographer are synonyms, while in the United Kingdom they are considered separate professions. Clinical technologists can be found in nuclear medicine, radiotherapy, radiation protection, and rehabilitation engineering departments, and they are often described by their scope of practice (for example as a nuclear medicine technologist).[1][2]",Health care occupations;Science occupations,28,161,18-Aug-23,647,0,10,32,2023
Computational scientist,"A computational scientist is a person skilled in scientific computing. This person is usually a scientist, a statistician, an applied mathematician, or an engineer who applies high-performance computing and sometimes cloud computing in different ways to advance the state-of-the-art in their respective applied discipline; physics, chemistry, social sciences and so forth.[1][2] Thus scientific computing has increasingly influenced many areas such as economics, biology, law, and medicine to name a few. Because a computational scientist's work is generally applied to science and other disciplines, they are not necessarily trained in computer science specifically, though concepts of computer science are often used. Computational scientists are typically researchers at academic universities, national labs, or tech companies.[1][3]",Computational science;Computer occupations;Science occupations;Mathematical science occupations;Computational fields of study;Computational science stubs,4,48,31-Dec-24,190,1,1,4,2024
Demographic marketer,"Demographic marketers use demographics in marketing research, and the assessment of the changing trends of consumer behavior. Demographics can be called a science, and demographic marketers can be called scientists. A demographic is used to describe individuals who are from a particular area. It can also be used to describe individuals who would rely on purchasing a particular product or service. Using demographics, a marketing manager can try to grasp what certain people think and what they are willing to buy.[1]",Demographics;Market research;Business occupations;Science occupations,2,16,23-Nov-23,136,0,2,3,2023
Educational technology,,Educational technology;Technology in society;E-learning,271,2527,22-Apr-25,12257,35,48,530,2017
Engineer,,Engineering occupations;Engineers;Science occupations,33,782,27-Apr-25,3255,23,17,57,2025
Engineering technician,"An engineering technician is a professional trained in skills and techniques related to a specific branch of technology, with a practical understanding of the relevant engineering concepts.[1] Engineering technicians often assist in projects relating to research and development, or focus on post-development activities like implementation or operation.",Engineering occupations;Science occupations;Technical drawing;Technicians;Draughtsmen,6,79,24-Apr-25,650,4,8,11,2025
Engineering technologist,"An engineering technologist is a professional trained in certain aspects of development and implementation of a respective area of technology. An education in engineering technology concentrates more on application and less on theory than does an engineering education. Engineering technologists often assist engineers; but after years of experience, they can also become engineers.[1] Like engineers, areas where engineering technologists can work include product design, fabrication, and testing. Engineering technologists sometimes rise to senior management positions in industry or become entrepreneurs.",Draughtsmen;Professional certification in engineering;Science occupations;Technical drawing;Technicians;Engineering occupations,23,217,24-Apr-25,2214,6,9,46,2025
Geneticist,"A geneticist is a biologist or physician who studies genetics, the science of genes, heredity, and variation of organisms.[1] A geneticist can be employed as a scientist or a lecturer. Geneticists may perform general research on genetic processes or develop genetic technologies to aid in the pharmaceutical or and agriculture industries.[1] Some geneticists perform experiments in model organisms such as Drosophila, C. elegans, zebrafish, rodents or humans and analyze data to interpret the inheritance of biological traits. A basic science geneticist is a scientist who usually has earned a PhD in genetics and undertakes research and/or lectures in the field. A medical geneticist is a physician who has been trained in medical genetics as a specialization and evaluates, diagnoses, and manages patients with hereditary conditions or congenital malformations; and provides genetic risk calculations and mutation analysis.",Science occupations;Geneticists,1,194,20-Mar-23,217,7,3,12,2023
Geographer,,Geographers;Academic disciplines;Humanities occupations;Science occupations;Social science occupations,15,421,2-Jan-25,323,10,10,43,2025
Geologist,"A geologist is a scientist who studies the structure, composition, and history of Earth. Geologists incorporate techniques from physics, chemistry, biology, mathematics, and geography to perform research in the field and the laboratory. Geologists work in the energy and mining sectors to exploit natural resources. They monitor environmental hazards such as earthquakes, volcanoes, tsunamis and landslides. Geologists are also important contributors to climate change discussions.",Geologists;Science occupations,11,302,22-Apr-25,1051,14,8,23,2025
Geoprofessions,"""Geoprofessions"" is a term coined by the Geoprofessional Business Association to connote various technical disciplines that involve engineering, earth and environmental services applied to below-ground (""subsurface""), ground-surface, and ground-surface-connected conditions, structures, or formations. The principal disciplines include, as major categories:",Civil engineering;Engineering occupations;Physical sciences;Science occupations;Earth scientists,0,188,21-Feb-25,3515,1,10,16,2025
Government scientist,"A government scientist is a scientist employed by a country's government, either in a research-driven job (for example J. Robert Oppenheimer on the Manhattan Project), or for another role that requires scientific training and methods. In some countries other terms, such as Technical officers, is also used for scientists.",Science occupations;Government officials,3,63,24-Sep-23,603,2,5,2,2023
Healthcare scientist,"A healthcare scientist or medical scientist is a scientist working in any of a number of health related disciplines. Healthcare scientists may work directly for health service providers, or in academia or industry. Healthcare scientists typically refers to those contributing directly to clinical services, and not scientists working solely in health related research and development.[1]
[2]",Health care occupations;Science occupations,9,66,5-Dec-24,196,1,6,12,2024
Independent scientist,An independent scientist (historically also known as gentleman scientist) is a financially independent scientist who pursues scientific study without direct affiliation to a public institution such as a university or government-run research and development body.,Independent scientists;Science occupations;Science and culture;Victorian era;Science and technology in the United Kingdom;Royal Society,7,156,4-Jan-25,453,2,7,29,2025
Knowledge worker,"Knowledge workers are workers whose main capital is knowledge. Examples include ICT professionals, physicians, pharmacists, architects, engineers, scientists, design thinkers, public accountants, lawyers, librarians, archivists, editors, and academics, whose job is to ""think for a living"".[1]",1966 neologisms;Business terms;Employment classifications;Social information processing;Knowledge industry;Knowledge economy;Science occupations,28,541,29-Mar-25,3175,5,9,32,2025
Laboratory manager,"A laboratory manager (alternatively laboratory supervisor) is an individual who supervises personnel and operations in a laboratory environment; the position is senior to that of a laboratory technician or laboratory technologist,[1] and is considered a middle-management occupation.[2]",Science occupations,7,87,11-Sep-24,335,1,3,10,2024
Laboratory technician,"A laboratory technician or (informally) lab tech is a person who works in a laboratory performing analytical or experimental procedures, maintaining laboratory equipment.",1890s neologisms;Science occupations;Technicians;Occupation stubs,2,41,21-Feb-25,122,5,1,14,2025
Medical laboratory scientist,"A Medical Laboratory Scientist (MLS) or Clinical Laboratory Scientist (CLS) or Medical Technologist (MT) is a licensed Healthcare professional who performs diagnostic testing of body fluids, blood and other body tissue. The Medical Technologist is tasked with releasing the patient results to aid in further treatment. The scope of a medical laboratory scientist's work begins with the receipt of patient or client specimens and finishes with the delivery of test results to physicians and other healthcare providers. The utility of clinical diagnostic testing relies squarely on the validity of test methodology. To this end, much of the work done by medical laboratory scientists involves ensuring specimen quality, interpreting test results, data-logging, testing control products, performing calibration, maintenance, validation, and troubleshooting of instrumentation as well as performing statistical analyses to verify the accuracy and repeatability of testing. Medical laboratory scientists may also assist healthcare providers with test selection and specimen collection and are responsible for prompt verbal delivery of critical lab results. Medical Laboratory Scientists in healthcare settings also play an important role in clinical diagnosis. Some estimates suggest that up to 70% of medical decisions are based on laboratory test results and MLS contributions affect 95% of a health system's costs.[1][2]",Health care occupations;Science occupations;Laboratory healthcare occupations,47,365,2-Feb-25,4764,9,21,80,2025
Meteorologist,"A meteorologist is a scientist who studies and works in the field of meteorology aiming to understand or predict Earth's atmospheric phenomena including the weather.[1] Those who study meteorological phenomena are meteorologists in research, while those using mathematical models and knowledge to prepare daily weather forecasts are called weather forecasters or operational meteorologists.[2]",Meteorologists;Science occupations,19,174,10-Feb-25,346,4,5,34,2025
Microbiologist,"A microbiologist (from Greek μῑκρος) is a scientist who studies microscopic life forms and processes. This includes study of the growth, interactions and characteristics of microscopic organisms such as bacteria, algae, fungi, and some types of parasites and their vectors.[1] Most microbiologists work in offices and/or research facilities, both in private biotechnology companies and in academia. Most microbiologists specialize in a given topic within microbiology such as bacteriology, parasitology, virology, or immunology.",Microbiologists;Science occupations;Microbiology,4,93,17-Jun-24,615,3,6,11,2024
Neuroscientist,"A neuroscientist (or neurobiologist) is a scientist specializing in neuroscience that deals with the anatomy and function of neurons, neural circuits, and glial cells, and their behavioral, biological, and psychological roles in health and disease.[1]",Neuroscientists;Science occupations,31,449,6-Apr-25,1634,11,19,63,2025
Nurse scientist,"A nurse scientist is a nurse with advanced preparation such as a Ph.D. in nursing or related field including research principles and methodology, who also has expert content knowledge in a specific clinical area. The primary focus of the role is to provide leadership in the development, coordination and management of clinical research studies; provide mentorship for nurses in research; lead evaluation activities that improve outcomes for patients participating in research studies; contribute to the overall health sciences literature.[1] Nurse scientists have been regarded as knowledge brokers.[2] They participate in nursing research.[3][4][5][6][7][8][9]",Science occupations;Nursing research;Nursing stubs;Science stubs,9,208,28-Feb-25,118,8,2,34,2025
Petroleum geologist,"A petroleum geologist is an earth scientist who works in the field of petroleum geology, which involves all aspects of oil discovery and production. Petroleum geologists are usually linked to the actual discovery of oil and the identification of possible oil deposits, gas caps, or leads. It can be a very labor-intensive task involving several different fields of science and elaborate equipment. Petroleum geologists look at the structural and sedimentary aspects of the stratum/strata to identify possible oil traps or tight shale plays.",Petroleum geologists;Petroleum geology;Science occupations;Geology stubs;Petroleum stubs,0,121,29-Oct-23,324,7,2,8,2023
Physician-scientist,"A physician-scientist (in North American English) or clinician-scientist (in British English[1] and Australian English[2]) is a physician who divides their professional time between direct clinical practice with patients and scientific research.[1] Physician-scientists traditionally hold both a medical degree and a Doctor of Philosophy, also known as an MD-PhD or DO-PhD.[citation needed] Compared to other clinicians, physician-scientists invest significant time and professional effort in scientific research, with ratios of research to clinical time ranging from 50/50 to 80/20.[citation needed]",Physicians;Science occupations;Medical researchers;Physician-scientists,23,215,24-Mar-25,830,0,6,61,2025
Physicist,"A physicist is a scientist who specializes in the field of physics, which encompasses the interactions of matter and energy at all length and time scales in the physical universe.[1][2] Physicists generally are interested in the root or ultimate causes of phenomena, and usually frame their understanding in mathematical terms. They work across a wide range of research fields, spanning all length scales: from sub-atomic and particle physics, through biological physics, to cosmological length scales encompassing the universe as a whole. The field generally includes two types of physicists: experimental physicists who specialize in the observation of natural phenomena and the development and analysis of experiments, and theoretical physicists who specialize in mathematical modeling of physical systems to rationalize, explain and predict natural phenomena.[1]",Physicists;Science occupations;Mathematical science occupations,23,577,15-Feb-25,1354,9,13,45,2025
Planetary science,"Planetary science (or more rarely, planetology) is the scientific study of planets (including Earth), celestial bodies (such as moons, asteroids, comets) and planetary systems (in particular those of the Solar System) and the processes of their formation. It studies objects ranging in size from micrometeoroids to gas giants, with the aim of determining their composition, dynamics, formation, interrelations and history. It is a strongly interdisciplinary field, which originally grew from astronomy and Earth science,[1] and now incorporates many disciplines, including planetary geology, cosmochemistry, atmospheric science, physics, oceanography, hydrology, theoretical planetary science, glaciology, and exoplanetology.[1] Allied disciplines include space physics, when concerned with the effects of the Sun on the bodies of the Solar System, and astrobiology.",Planetary science;Space science;Astronomical sub-disciplines,15,699,1-Apr-25,2095,18,17,50,2024
Political economy,Empirical methods,Political economy;Schools of economic thought;Economic systems;Critique of political economy,59,1227,13-Apr-25,1123,18,8,227,2025
Principal investigator,"In many countries, the term principal investigator (PI) refers to the holder of an independent grant and the lead researcher for the grant project, usually in the sciences, such as a laboratory study or a clinical trial. The phrase is also often used as a synonym for ""head of the laboratory"" or ""research group leader"". While the expression is common in the sciences, it is used widely for the person or persons who make final decisions and supervise funding and expenditures on a given research project.[1]",Clinical research;Science occupations,5,34,26-Nov-23,289,0,3,9,2023
School science technician,"In schools, the science technician is the person who prepares the practical equipment and makes up the solutions used in school science labs. The role also includes instructing and assisting teachers with practical skills, including class demonstrations, for advanced techniques across all disciplines. Many are very well qualified and have degrees, such as a Bachelor's degree (B.A. or B.Sc), Master's degree (M.Sc.) or even a Doctorate (Dr) and/or other professional qualifications such as the HNC, HND and NVQ.",Education and training occupations;Science occupations,1,32,21-Aug-22,133,1,3,6,2022
Science attaché,"A science attaché (also known as a scientific attaché or a technical attaché) is a member of a diplomatic mission, usually an embassy. A science attaché traditionally had three primary functions: advise the ambassador on scientific and technical matters, report on scientific and technological events, and represent their country in scientific and technical matters to foreign scientific and technical academies; to industry; to intergovernmental organizations and agencies; and to international non-governmental organizations.[1]",Diplomats by role;Science occupations;Science diplomacy;Attaché,4,188,11-Sep-24,210,5,3,14,2024
Science technician,"Science technician is a profession involving working as a member of support staff in any science disciplines. The Science Council defines a technician as “a person who is skilled in the use of particular techniques and procedures to solve practical problems, often in ways that require considerable ingenuity and creativity. Technicians typically work with complex instruments and equipment, and require specialised training, as well as considerable practical experience, in order to do their job effectively”.[1][2]",Science occupations;Technicians,8,60,11-Sep-24,315,2,2,20,2024
Scientific equipment optician,"A scientific equipment optician is an individual who makes and adjusts other optical aids, including telescope optics and microscope lenses. See also Optician for individuals who make and adjust glasses.",Scientific instrument makers;Science occupations,0,66,26-Jun-24,48,1,2,6,2024
Scientific glassblowing,"Scientific glassblowing is a specialty field of lampworking used in industry, science, art and design used in research and production. Scientific glassblowing has been used in chemical, pharmaceutical, electronic and physics research including Galileo's thermometer, Thomas Edison's light bulb, and vacuum tubes used in early radio, TV and computers. More recently, the field has helped advance fiber optics, lasers, atomic and subatomic particle research, advanced communications development and semiconductors. The field combined hand skills using lathes and torches with modern computer assisted furnaces, diamond grinding and lapping machines, lasers and ultra-sonic mills.",Glassblowers;Laboratory glassware;Laboratory equipment;Science occupations,5,73,7-Apr-25,215,0,7,10,2025
Technician,"A technician is a worker in a field of technology who is proficient in the relevant skill and technique,[1] with a relatively practical understanding of the theoretical principles.[2]",Science occupations;Technicians,7,91,16-Nov-24,78,5,5,14,2024
Volcanologist,"A volcanologist, or volcano scientist, is a geologist who focuses on understanding the formation and eruptive activity of volcanoes.[1] Volcanologists frequently visit volcanoes, sometimes active ones, to observe and monitor volcanic eruptions, collect eruptive products including tephra (such as ash or pumice), rock and lava samples. One major focus of inquiry in recent times is the prediction of eruptions to alleviate the impact on surrounding populations and monitor natural hazards associated with volcanic activity.[2][3] Geologists who research volcanic materials that make up the solid Earth are referred to as igneous petrologists.",Science occupations;Volcanologists,6,222,20-Dec-24,285,6,10,24,2024
Wikipedia:FAQ/Categorization,Unknown,Wikipedia FAQs;Wikipedia categorization;Wikipedia categories,0,142,26-Jan-25,0,1,0,5,Unknown
Open science,,Open science;Open access (publishing);Academic publishing;Data publishing;Metascience,134,1181,23-Apr-25,6252,6,26,254,2025
Academic Spring,"The Academic Spring was the designation, inspired by the Arab Spring, used for a short time in 2012 to indicate movements by academics, researchers, and scholars opposing the restrictive copyright and circulation of traditional academic journals and promoting free access online instead.[1][2][3]",21st-century social movements;Open access (publishing);Open science,14,121,17-Nov-22,583,1,8,18,2022
Academic Torrents,"Academic Torrents[1][2][3][4][5][6] is a website which enables the sharing of research data using the BitTorrent protocol. The site was founded in November 2013, and is a project of the Institute for Reproducible Research (a 501(c)3 U.S. non-profit corporation).[7][8] 
The project is said to be similar to LOCKSS but with a focus on ""offering researchers the opportunity to distribute the hosting of their papers and datasets to authors and readers, providing easy access to scholarly works and simultaneously backing them up on computers around the world.""[9][10]",BitTorrent websites;Creative Commons-licensed works;Open-access archives;Scholarly communication;Open science;Collaborative software;Open data;Academic publishing;Data publishing;Institutional repository software;501(c)(3) organizations;Access to Knowledge movement;American digital libraries;Foundations based in the United States;Metascience-related organizations,13,74,23-Jan-25,218,1,5,26,2025
AfricArXiv,AfricArXiv is an open-access repository for preprints of academic publications which are either about Africa or by African scientists.[1] The platform was established in 2018.[2] It was established to make preprint servers more available in various fields and regions.[3] Its establishment happen during trends to provide more digital services to support science in Africa.[2],Library and information science stubs;Eprint archives;Open-access archives;Open science;Internet properties established in 2018;2018 establishments in Africa,6,67,27-Sep-23,185,1,4,15,2023
Allen Brain Atlas,"The Allen Mouse and Human Brain Atlases are projects within the Allen Institute for Brain Science which seek to combine genomics with neuroanatomy by creating gene expression maps for the mouse and human brain. They were initiated in September 2003 with a $100 million donation from Paul G. Allen and the first atlas went public in September 2006.[1] 
As of May 2012[update], seven brain atlases have been published: Mouse Brain Atlas, Human Brain Atlas, Developing Mouse Brain Atlas, Developing Human Brain Atlas, Mouse Connectivity Atlas, Non-Human Primate Atlas, and Mouse Spinal Cord Atlas.[citation needed] There are also three related projects with data banks: Glioblastoma, Mouse Diversity, and Sleep.[citation needed] It is the hope of the Allen Institute that their findings will help advance various fields of science, especially those surrounding the understanding of neurobiological diseases. The atlases are free and available for public use online.",Genomics;Neuroscience projects;Biological databases;Open science,8,111,16-Nov-24,1500,2,14,25,2024
Allen Institute for Brain Science,Unknown,Non-profit organizations based in Seattle;Open science;Neuroscience research centers in the United States;Research institutes in Seattle,24,235,3-Aug-24,0,0,0,47,2024
AllTrials,"AllTrials (sometimes called All Trials or AllTrials.net) is a project advocating that clinical research adopt the principles of open research. The project summarizes itself as ""All trials registered, all results reported"": that is, all clinical trials should be listed in a clinical trials registry, and their results should always be shared as open data.",Clinical research;Human subject research;Open science;Open data;Research projects;Medical ethics;Health campaigns;Petitions;Medical activism;Science advocacy organizations;Science activism;Scientific skepticism;Metascience,43,344,10-Sep-24,1222,4,8,75,2024
Amsterdam Call for Action on Open Science,,Open science;Open access projects;2020 in science,12,174,10-Nov-24,289,1,5,38,2024
arXiv,,1991 establishments in New Mexico;American digital libraries;Cornell University;Eprint archives;Internet properties established in 1991;Open science;Open-access archives;Physics websites;Electronic documents,39,534,30-Mar-25,1307,9,11,115,2025
Berkeley Initiative for Transparency in the Social Sciences,"The Berkeley Initiative for Transparency in the Social Sciences, abbreviated BITSS, is an academic initiative dedicated to advancing transparency, reproducibility, and openness in social science research. It was established in 2012 by the University of California, Berkeley's Center for Effective Global Action.[1] It has worked with the Center for Open Science to define and promote a set of best practices for social scientists to maximize transparency in their research.[2] BITSS has also worked to promote registered reports, supporting journals like the Journal of Development Economics in taking up the review track.","Social sciences organizations;Organizations established in 2012;2012 establishments in California;University of California, Berkeley;Organizations based in Berkeley, California;Open science;Metascience",8,95,28-Mar-25,445,1,3,38,2025
Bgee,"Bgee is a database maintained by the SIB Swiss Institute of Bioinformatics and the University of Lausanne for retrieval and comparison of gene expression patterns from RNA-Seq, scRNA-Seq, Microarray, In situ hybridization and EST studies, across multiple animal species.[1][2] Bgee provides an intuitive answer to the question where is a gene expressed? and supports research in cancer and agriculture, as well as evolutionary biology.",Genetics databases;Genomics;Open science;Ontology;Evolutionary developmental biology;Subfields of evolutionary biology;Developmental biology;Science and technology in Switzerland,2,92,30-May-24,176,1,3,30,2024
Binder Project,"The Binder Project is a software project to package and share interactive, reproducible environments.  A Binder or ""Binder-ready repository"" is a code repository that contains both code and content to run, and configuration files for the environment needed to run it.[1]",Collaborative software;Open science;Scholarly communication,5,23,30-Sep-23,192,0,3,5,2023
Bioinformatics Research Network,"Bioinformatics Research Network (BRN) is a non-profit open-science research-based organization aiming to provide volunteer opportunities and bioinformatics research training that is free and open to everyone. It is a community-driven 501(c)(3) non-profit organization[1]  that aims to establish a worldwide network that is open to anyone interested in bioinformatics irrespective of academic background and to provide bioinformatics training, mentorship and the opportunity to collaborate on exciting research projects.[2]",Bioinformatics organizations;Scientific organizations established in 2021;Open science;501(c)(3) organizations,8,72,24-Oct-24,185,2,4,18,2024
Blue Obelisk,"Blue Obelisk is an informal group of chemists who promote open data, open source, and open standards; it was initiated by Peter Murray-Rust and others in 2005.[1][2][3] Multiple open source cheminformatics projects associate themselves with the Blue Obelisk, among which, in alphabetical order, Avogadro, Bioclipse, cclib, Chemistry Development Kit, GaussSum, JChemPaint, JOELib, Kalzium, Openbabel, OpenSMILES,[4] and UsefulChem.[5]",Free chemistry software;Open science;Chemistry software for Linux,8,234,22-Dec-23,84,2,3,16,2023
Jean-Claude Bradley,"Jean-Claude Bradley was a chemist who actively promoted Open Science in chemistry,[4][5] including at the White House,[6] for which he was awarded the Blue Obelisk award in 2007.[1][7] He coined the term ""Open Notebook science"". He died in May 2014.[2][8] A memorial symposium was held July 14, 2014 at Cambridge University, UK.[9]",Organic chemists;Open science;Open content activists;2014 deaths,16,108,5-Nov-24,187,4,2,33,2024
Center for Open Science,"The Center for Open Science is a non-profit technology organization based in Charlottesville, Virginia with a mission to ""increase the openness, integrity, and reproducibility of scientific research.""[1] Brian Nosek and  Jeffrey Spies founded the organization in January 2013, funded mainly by the Laura and John Arnold Foundation and others.[2]","Scholarly communication;Open science;Collaborative software;Non-profit organizations based in Charlottesville, Virginia;2013 establishments in Virginia;Metascience-related organizations",17,119,25-Mar-25,339,3,6,37,2025
Citizen science,,Citizen science;Crowdsourcing;Human-based computation;Open science,358,2806,24-Apr-25,9140,27,40,743,2025
The Cost of Knowledge,,2012 protests;Boycotts of organizations;Elsevier;Open access (publishing);Open science;Pricing controversies;Intellectual property activism,42,362,12-Jan-25,1229,2,10,66,2025
COVID Moonshot,"The COVID Moonshot is a collaborative open-science project started in March 2020 with the goal of developing an un-patented oral antiviral drug to treat SARS-CoV-2, the virus causing COVID-19.[1][2]
COVID Moonshot researchers are targeting the proteins needed to form functioning new viral proteins.[3]  They are particularly interested in proteases such as 3C-like protease (Mpro), a coronavirus nonstructural protein that mediates the breaking and replication of  proteins.[2]",Antiviral drugs;Collaborative projects;Genome databases;International medical and health organizations;Open data;Open science;Proteins;SARS-CoV-2;Scientific organisations based in England,35,416,3-Apr-25,1635,7,10,93,2025
